"Id","SalePrice"
1461,114356.525898898
1462,162206.414694586
1463,179456.804237799
1464,197565.743404763
1465,205956.770237214
1466,169842.801786463
1467,178709.111284195
1468,162731.663663352
1469,200499.83097549
1470,117724.850297974
1471,191355.871746249
1472,92758.9029159289
1473,91519.8848779794
1474,147350.507879999
1475,107928.798029697
1476,350328.057559772
1477,259014.097630778
1478,295153.696654313
1479,300666.775368067
1480,446394.131619049
1481,331929.3040815
1482,227327.931142073
1483,182630.235613013
1484,167301.140798445
1485,193999.386065347
1486,197027.126845743
1487,324356.597939623
1488,237185.739579425
1489,196654.672244058
1490,228377.064073353
1491,199903.533569238
1492,93829.2663498682
1493,193393.020431661
1494,303391.723085141
1495,297227.546187437
1496,227808.265922816
1497,180935.753252494
1498,166489.596391304
1499,163738.736306832
1500,158955.040109767
1501,176900.43266444
1502,145973.826529615
1503,280950.048991658
1504,241738.487097442
1505,223864.288190113
1506,198832.922707142
1507,241613.885558296
1508,201255.394591585
1509,159688.857242695
1510,144607.690561739
1511,145719.505451182
1512,177403.540968242
1513,144673.642141439
1514,154241.424234502
1515,187845.263818551
1516,155493.174712928
1517,176709.594688776
1518,133946.267891165
1519,209934.780080364
1520,129697.142560464
1521,129155.302849212
1522,177180.718985256
1523,110500.764906166
1524,124079.016337175
1525,116507.492480794
1526,116597.979641801
1527,105636.855379278
1528,139891.370614995
1529,148074.468730669
1530,186595.557047704
1531,109972.411726329
1532,99318.5395386423
1533,160416.969331571
1534,122377.952254494
1535,151087.032325542
1536,110428.199060478
1537,65675.9113333854
1538,156991.716660997
1539,197890.945961071
1540,100104.722594271
1541,139855.741228381
1542,141801.487012707
1543,184801.723281105
1544,91520.0649131288
1545,120031.18990667
1546,138937.554080849
1547,132775.308970809
1548,140022.152120246
1549,119006.510311569
1550,135410.793572146
1551,111726.652923687
1552,133773.487155558
1553,151180.00788358
1554,119627.280395386
1555,165707.248288779
1556,90708.9382504853
1557,107001.843915503
1558,96956.215746741
1559,85616.9853305576
1560,135117.599969163
1561,129539.764012632
1562,132269.155168916
1563,119379.706956884
1564,166209.845273014
1565,150752.814453082
1566,241839.321451
1567,76836.7847440557
1568,241629.983248103
1569,129138.994989565
1570,143311.437962578
1571,126120.889060183
1572,143353.286847453
1573,220762.779529347
1574,130075.02561877
1575,232941.125020933
1576,252394.842558587
1577,181962.819630596
1578,145592.312002494
1579,147475.261798836
1580,193381.267841179
1581,162724.548389566
1582,124028.702272931
1583,296484.611767374
1584,215556.858759635
1585,141020.447972921
1586,60962.2950493291
1587,100040.515470935
1588,149595.457345899
1589,98362.5753734758
1590,136964.686438766
1591,96252.4994061587
1592,114921.250969536
1593,120895.7787415
1594,130126.344066475
1595,111542.105444535
1596,228935.850775167
1597,197194.16356786
1598,234578.156112568
1599,172253.053656708
1600,173735.907921249
1601,62305.9196304394
1602,104448.179258543
1603,76485.4688065847
1604,268728.381322122
1605,246807.423186951
1606,174427.483461189
1607,178234.020354363
1608,221308.292584186
1609,186284.071765102
1610,149112.56686015
1611,145778.658908052
1612,171546.286740911
1613,163054.24367492
1614,122557.997020346
1615,90984.7660988861
1616,78241.6286718668
1617,89990.7720414713
1618,119236.115109024
1619,137050.01348927
1620,167762.201910562
1621,133439.743804418
1622,139085.446477995
1623,268536.670607037
1624,216496.74379628
1625,114610.78229999
1626,170698.591650112
1627,185121.624573493
1628,276678.846076932
1629,182163.496666081
1630,343251.35621614
1631,237713.293412045
1632,257908.95283312
1633,171529.38353667
1634,184546.069723319
1635,178489.788099992
